final_success_rate,learning_curve_auc,rolling_auc,avg_training_return,avg_training_length,avg_repeated_state_rate,avg_unique_states,training_time,evaluation_return_mean,evaluation_episode_length_mean,evaluation_success_length_mean,evaluation_failed_length_mean,evaluation_repeated_state_rate_mean,evaluation_inference_time_mean,checkpoint_500,checkpoint_1000,checkpoint_2000,checkpoint_5000,checkpoint_10000,algorithm,environment,seed
0.0,0.0,0.0,0.0,3.9688,0.21952817488876977,3.536,0.22514445119304582,0.0,2.0,0.0,2.0,0.0,8.754003560170531e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,12
0.0,0.0,0.0,0.0,3.9594,0.21381579326621195,3.5433,0.20010424259817228,0.0,2.0,0.0,2.0,0.0,8.821742492727936e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,13
0.0,0.0,0.0,0.0,3.9714,0.2160960813617241,3.5642,0.20010354468831792,0.0,2.0,0.0,2.0,0.0,8.974269148893654e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,14
0.0,0.0,0.0,0.0,3.9746,0.21723625033129842,3.5497,0.20228830131236464,0.0,2.0,0.0,2.0,0.0,8.876498090103269e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,15
0.0,0.0,0.0,0.0,3.9946,0.2195835728802165,3.5451,0.2014642001595348,0.0,2.0,0.0,2.0,0.0,8.69649788364768e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,16
0.0,0.0,0.0,0.0,3.9705,0.21694429973314913,3.5405,0.19876497401855886,0.0,2.0,0.0,2.0,0.0,8.755153161473572e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,17
0.0,0.0,0.0,0.0,3.9714,0.2196231315916797,3.5339,0.20106098969699815,0.0,2.0,0.0,2.0,0.0,8.771431748755276e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,18
0.0,0.0,0.0,0.0,3.9722,0.21851727823098804,3.5411,0.20173609303310513,0.0,2.0,0.0,2.0,0.0,8.739659795537591e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,19
0.0,0.0,0.0,0.0,3.9946,0.21647512094571902,3.5443,0.19965298374881968,0.0,2.0,0.0,2.0,0.0,8.60109378118068e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,20
0.0,0.0,0.0,0.0,3.9637,0.21758270450696637,3.5479,0.2004637952777557,0.0,2.0,0.0,2.0,0.0,8.811004692688584e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,21
0.0,0.0,0.0,0.0,3.9781,0.21418007793390414,3.5493,0.20091954804956913,0.0,2.0,0.0,2.0,0.0,8.840915630571544e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,22
0.0,0.0,0.0,0.0,3.9086,0.2123711790994691,3.5371,0.19703827815828845,0.0,2.0,0.0,2.0,0.0,8.641636581160127e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,23
1.0,2071.5,1982.375,0.2072,10.0047,0.25944385868914466,8.1202,0.5438389736809768,1.0,14.0,14.0,0.0,0.0,5.829166842158884e-05,0.0,0.0,0.001,0.0038,0.2072,combined,custom_loop,24
0.0,0.0,0.0,0.0,3.9295,0.21598345442604194,3.5224,0.19916221353923902,0.0,2.0,0.0,2.0,0.0,8.670888491906226e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,25
0.0,0.0,0.0,0.0,3.9256,0.21320306736379557,3.5406,0.1981623384053819,0.0,2.0,0.0,2.0,0.0,8.638755767606198e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,26
0.0,0.0,0.0,0.0,3.9613,0.21756529841990233,3.537,0.22217895090579987,0.0,2.0,0.0,2.0,0.0,8.804164011962712e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,27
0.0,0.0,0.0,0.0,3.9242,0.21552678413656423,3.5274,0.19998917973134667,0.0,2.0,0.0,2.0,0.0,8.706582942977548e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,28
0.0,0.0,0.0,0.0,3.9739,0.21623515035117025,3.5487,0.20222043304238468,0.0,2.0,0.0,2.0,0.0,8.85120197199285e-06,0.0,0.0,0.0,0.0,0.0,combined,custom_loop,29
